早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	78.14029363784665
1	139	1	143	73.39285714285714
1	150	1	156	77.82805429864253
0	99999999999999999	0	99999999999999999	71.52448657187993
0	99999999999999999	0	99999999999999999	78.41269841269842
0	99999999999999999	0	99999999999999999	72.18364197530863
1	256	1	360	79.64396284829722
0	99999999999999999	0	99999999999999999	71.0633116883117
0	99999999999999999	1	145	76.28676470588235
0	99999999999999999	0	99999999999999999	72.97520661157024
0	99999999999999999	0	99999999999999999	76.69421487603306
0	99999999999999999	1	360	78.20069204152249
0	99999999999999999	0	99999999999999999	73.93617021276596
0	99999999999999999	0	99999999999999999	79.64
0	99999999999999999	0	99999999999999999	77.34254992319508
0	99999999999999999	0	99999999999999999	74.59481361426256
0	99999999999999999	1	144	79.1871921182266
0	99999999999999999	0	99999999999999999	72.59463722397476
0	99999999999999999	0	99999999999999999	78.18518518518519
0	99999999999999999	1	498	78.18441064638783
0	99999999999999999	1	338	79.86111111111111
0	99999999999999999	0	99999999999999999	77.7823240589198
0	99999999999999999	0	99999999999999999	77.88617886178861
0	99999999999999999	1	141	75.31565656565657
1	185	1	191	79.345703125
0	99999999999999999	0	99999999999999999	79.73282442748092
0	99999999999999999	0	99999999999999999	74.91961414790997
0	99999999999999999	1	446	79.1078629032258
0	99999999999999999	0	99999999999999999	76.51923076923076
0	99999999999999999	1	128	72.74484536082474
0	99999999999999999	0	99999999999999999	77.93388429752065
0	99999999999999999	0	99999999999999999	75.44715447154472
0	99999999999999999	0	99999999999999999	79.36378466557912
0	99999999999999999	0	99999999999999999	74.6012759170654
0	99999999999999999	0	99999999999999999	72.35537190082643
0	99999999999999999	1	130	78.125
0	99999999999999999	0	99999999999999999	73.11165845648604
0	99999999999999999	0	99999999999999999	72.49203821656052
0	99999999999999999	1	148	75.78883495145631
0	99999999999999999	0	99999999999999999	72.37704918032787
0	99999999999999999	0	99999999999999999	72.3159509202454
0	99999999999999999	0	99999999999999999	74.83471074380165
0	99999999999999999	0	99999999999999999	73.59504132231405
0	99999999999999999	1	208	79.79014598540145
0	99999999999999999	0	99999999999999999	73.21724709784411
0	99999999999999999	0	99999999999999999	71.73553719008265
1	242	1	246	79.87220447284346
0	99999999999999999	0	99999999999999999	76.20033112582783
0	99999999999999999	0	99999999999999999	74.24
0	99999999999999999	0	99999999999999999	75.31695721077654
0	99999999999999999	1	466	79.32600382409177
0	99999999999999999	1	133	76.57068062827224
0	99999999999999999	0	99999999999999999	79.17345276872965
0	99999999999999999	0	99999999999999999	79.79338842975207
0	99999999999999999	0	99999999999999999	77.89514866979655
0	99999999999999999	0	99999999999999999	77.63371150729336
0	99999999999999999	0	99999999999999999	71.61084529505581
0	99999999999999999	1	360	76.03135313531354
0	99999999999999999	1	227	79.71938775510203
0	99999999999999999	0	99999999999999999	75.08090614886731
0	99999999999999999	1	158	79.62962962962962
0	99999999999999999	1	132	77.71428571428572
0	99999999999999999	0	99999999999999999	79.25955414012738
0	99999999999999999	0	99999999999999999	75.07898894154819
0	99999999999999999	0	99999999999999999	77.05930807248764
0	99999999999999999	0	99999999999999999	72.37704918032787
1	253	1	360	76.51143790849673
0	99999999999999999	1	172	77.06567796610169
0	99999999999999999	1	278	79.98533724340176
0	99999999999999999	0	99999999999999999	75.33003300330033
0	99999999999999999	0	99999999999999999	70.19667170953102
0	99999999999999999	1	480	74.41314553990611
0	99999999999999999	0	99999999999999999	78.74396135265701
0	99999999999999999	1	258	79.24107142857142
0	99999999999999999	0	99999999999999999	77.50809061488673
0	99999999999999999	0	99999999999999999	76.41579731743667
0	99999999999999999	0	99999999999999999	71.06331168831169
0	99999999999999999	0	99999999999999999	76.00321027287319
0	99999999999999999	1	420	74.47033898305085
0	99999999999999999	1	150	77.18446601941747
0	99999999999999999	0	99999999999999999	75.70480928689884
0	99999999999999999	0	99999999999999999	71.91971383147855
1	141	1	145	71.9047619047619
0	99999999999999999	0	99999999999999999	73.36601307189542
0	99999999999999999	0	99999999999999999	79.50626959247649
0	99999999999999999	1	244	78.13688212927755
0	99999999999999999	0	99999999999999999	75.16260162601625
0	99999999999999999	0	99999999999999999	75.45081967213116
1	172	1	180	79.88683127572017
1	132	1	136	74.2984693877551
0	99999999999999999	1	139	79.5945945945946
0	99999999999999999	0	99999999999999999	74.59150326797386
0	99999999999999999	0	99999999999999999	77.0259319286872
0	99999999999999999	0	99999999999999999	79.5613354037267
0	99999999999999999	0	99999999999999999	78.59450726978999
0	99999999999999999	0	99999999999999999	73.65079365079366
0	99999999999999999	1	182	76.82926829268294
0	99999999999999999	0	99999999999999999	78.48200312989046
0	99999999999999999	0	99999999999999999	77.31404958677686
0	99999999999999999	1	423	77.17725409836066
0	99999999999999999	0	99999999999999999	73.47359735973598
0	99999999999999999	0	99999999999999999	77.38287560581584
0	99999999999999999	0	99999999999999999	71.14520958083833
0	99999999999999999	0	99999999999999999	71.9551282051282
0	99999999999999999	1	133	77.13068181818181
0	99999999999999999	0	99999999999999999	72.14052287581698
0	99999999999999999	0	99999999999999999	79.17355371900827
0	99999999999999999	0	99999999999999999	78.796992481203
0	99999999999999999	0	99999999999999999	79.37396351575457
1	134	1	138	71.82926829268293
0	99999999999999999	1	134	74.61538461538461
0	99999999999999999	1	540	79.47222222222221
0	99999999999999999	0	99999999999999999	77.1705426356589
0	99999999999999999	0	99999999999999999	76.69421487603307
0	99999999999999999	0	99999999999999999	76.18078175895766
0	99999999999999999	0	99999999999999999	72.88961038961038
0	99999999999999999	1	480	70.32352941176471
0	99999999999999999	0	99999999999999999	79.17355371900827
0	99999999999999999	1	253	78.91187050359713
0	99999999999999999	0	99999999999999999	79.86760124610592
0	99999999999999999	0	99999999999999999	79.17355371900827
0	99999999999999999	0	99999999999999999	72.51937984496124
0	99999999999999999	0	99999999999999999	76.32669983416253
0	99999999999999999	1	360	78.86513157894737
0	99999999999999999	0	99999999999999999	73.8391376451078
0	99999999999999999	0	99999999999999999	74.47411003236245
0	99999999999999999	0	99999999999999999	71.7065868263473
0	99999999999999999	1	480	74.79651162790698
0	99999999999999999	0	99999999999999999	78.59450726978997
