早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	68.45425867507888
1	129	1	133	69.4375
0	99999999999999999	0	99999999999999999	69.91803278688523
0	99999999999999999	0	99999999999999999	61.81818181818181
0	99999999999999999	0	99999999999999999	69.80360065466449
0	99999999999999999	0	99999999999999999	67.96998420221169
0	99999999999999999	0	99999999999999999	68.45906902086678
0	99999999999999999	0	99999999999999999	69.02800658978583
0	99999999999999999	0	99999999999999999	67.23856209150327
0	99999999999999999	0	99999999999999999	69.91803278688523
