早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	78.78787878787878
0	99999999999999999	0	99999999999999999	72.59535655058043
0	99999999999999999	0	99999999999999999	77.00964630225081
0	99999999999999999	1	432	75.5578093306288
0	99999999999999999	0	99999999999999999	78.38375796178345
0	99999999999999999	0	99999999999999999	79.7676282051282
0	99999999999999999	0	99999999999999999	75.99522292993629
0	99999999999999999	0	99999999999999999	70.11308562197092
0	99999999999999999	0	99999999999999999	78.67965367965368
0	99999999999999999	1	600	77.19885277246654
0	99999999999999999	1	247	73.78355704697987
0	99999999999999999	0	99999999999999999	76.70807453416148
0	99999999999999999	1	360	72.31848184818482
0	99999999999999999	0	99999999999999999	70.5691056910569
0	99999999999999999	0	99999999999999999	77.57186081694402
0	99999999999999999	0	99999999999999999	79.88505747126437
0	99999999999999999	0	99999999999999999	78.46774193548387
0	99999999999999999	0	99999999999999999	74.22764227642276
1	436	1	440	72.53556910569107
0	99999999999999999	1	360	77.26897689768977
0	99999999999999999	0	99999999999999999	76.86011904761904
0	99999999999999999	0	99999999999999999	75.93344155844157
0	99999999999999999	0	99999999999999999	75.50080128205128
0	99999999999999999	1	360	76.05863192182412
0	99999999999999999	0	99999999999999999	75.82372322899505
0	99999999999999999	0	99999999999999999	78.4201954397394
0	99999999999999999	0	99999999999999999	76.20458135860979
0	99999999999999999	1	664	78.93484626647145
0	99999999999999999	1	360	70.38398692810458
0	99999999999999999	1	360	76.76229508196722
0	99999999999999999	1	369	78.60759493670886
0	99999999999999999	0	99999999999999999	77.59146341463415
0	99999999999999999	0	99999999999999999	76.65322580645162
0	99999999999999999	1	360	76.24538745387453
0	99999999999999999	1	600	77.0681818181818
0	99999999999999999	0	99999999999999999	77.13365539452496
0	99999999999999999	0	99999999999999999	71.99835526315789
0	99999999999999999	0	99999999999999999	78.42835130970725
0	99999999999999999	0	99999999999999999	79.86760124610592
0	99999999999999999	1	512	79.54757462686567
0	99999999999999999	0	99999999999999999	79.6774193548387
0	99999999999999999	1	123	72.22972972972973
0	99999999999999999	0	99999999999999999	71.93053311793213
0	99999999999999999	0	99999999999999999	78.49544072948329
0	99999999999999999	0	99999999999999999	76.9485903814262
0	99999999999999999	0	99999999999999999	79.96439873417722
0	99999999999999999	0	99999999999999999	72.41506646971935
0	99999999999999999	0	99999999999999999	74.36406995230524
0	99999999999999999	1	360	77.26897689768978
0	99999999999999999	0	99999999999999999	71.76560121765601
0	99999999999999999	0	99999999999999999	77.50809061488673
0	99999999999999999	0	99999999999999999	74.3485342019544
0	99999999999999999	1	184	79.4820717131474
0	99999999999999999	0	99999999999999999	78.52459016393442
0	99999999999999999	0	99999999999999999	72.15994020926755
0	99999999999999999	0	99999999999999999	79.10569105691057
0	99999999999999999	0	99999999999999999	79.79338842975206
1	138	1	142	77.6875
0	99999999999999999	0	99999999999999999	72.0266040688576
0	99999999999999999	0	99999999999999999	76.42642642642642
1	557	1	561	79.16666666666666
1	128	1	137	74.93718592964824
0	99999999999999999	0	99999999999999999	78.82492113564669
0	99999999999999999	0	99999999999999999	72.4193548387097
0	99999999999999999	0	99999999999999999	70.03284072249589
0	99999999999999999	1	360	77.30704697986577
0	99999999999999999	1	189	78.87254901960785
0	99999999999999999	0	99999999999999999	70.30228758169935
0	99999999999999999	0	99999999999999999	71.96153846153847
0	99999999999999999	0	99999999999999999	76.11970684039088
0	99999999999999999	0	99999999999999999	71.28938640132671
