4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
4	0	99999999999999999	0	99999999999999999	56.50741350906095
