早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	75.81699346405229
0	99999999999999999	0	99999999999999999	77.02593192868719
0	99999999999999999	1	454	78.8387715930902
1	144	1	150	74.59302325581395
0	99999999999999999	0	99999999999999999	71.35157545605307
0	99999999999999999	1	179	79.88445378151262
0	99999999999999999	0	99999999999999999	77.04248366013071
0	99999999999999999	0	99999999999999999	75.45454545454545
0	99999999999999999	0	99999999999999999	78.40725806451614
0	99999999999999999	0	99999999999999999	78.6704730831974
0	99999999999999999	1	660	77.58692052980133
0	99999999999999999	1	547	73.73778501628665
0	99999999999999999	0	99999999999999999	77.65210608424337
0	99999999999999999	0	99999999999999999	78.52459016393442
0	99999999999999999	1	122	72.73936170212767
1	135	1	139	73.53658536585367
0	99999999999999999	0	99999999999999999	75.08291873963516
0	99999999999999999	0	99999999999999999	79.10569105691056
0	99999999999999999	0	99999999999999999	79.9621212121212
0	99999999999999999	0	99999999999999999	76.82119205298014
0	99999999999999999	0	99999999999999999	76.4297385620915
0	99999999999999999	1	131	78.73563218390804
0	99999999999999999	0	99999999999999999	74.72910216718266
0	99999999999999999	1	360	76.0146103896104
0	99999999999999999	0	99999999999999999	73.20031298904537
0	99999999999999999	1	129	79.14364640883979
0	99999999999999999	0	99999999999999999	73.2744783306581
0	99999999999999999	0	99999999999999999	78.99464831804282
0	99999999999999999	0	99999999999999999	77.2553516819572
1	176	1	180	78.84615384615384
0	99999999999999999	0	99999999999999999	79.66171617161716
0	99999999999999999	0	99999999999999999	76.69421487603306
0	99999999999999999	0	99999999999999999	78.98089171974522
0	99999999999999999	0	99999999999999999	74.58813838550248
0	99999999999999999	1	123	75.86206896551724
0	99999999999999999	0	99999999999999999	72.7540500736377
0	99999999999999999	0	99999999999999999	71.71776729559748
1	161	1	169	78.55603448275862
1	162	1	169	79.07725321888412
0	99999999999999999	0	99999999999999999	74.7159090909091
0	99999999999999999	0	99999999999999999	79.88505747126436
0	99999999999999999	0	99999999999999999	79.10569105691057
0	99999999999999999	0	99999999999999999	74.46102819237147
0	99999999999999999	0	99999999999999999	73.89415481832543
0	99999999999999999	0	99999999999999999	78.10444078947368
0	99999999999999999	0	99999999999999999	70.35597381342062
0	99999999999999999	0	99999999999999999	79.75908372827804
0	99999999999999999	0	99999999999999999	76.22820919175912
0	99999999999999999	1	360	78.19579288025889
0	99999999999999999	0	99999999999999999	78.36850649350649
1	155	1	159	74.66814159292035
0	99999999999999999	0	99999999999999999	75.94108019639933
0	99999999999999999	0	99999999999999999	76.6015625
0	99999999999999999	0	99999999999999999	75.55643879173292
0	99999999999999999	0	99999999999999999	74.46102819237147
0	99999999999999999	0	99999999999999999	77.88617886178864
0	99999999999999999	0	99999999999999999	78.50946372239747
0	99999999999999999	0	99999999999999999	79.86760124610592
0	99999999999999999	0	99999999999999999	70.64860426929393
0	99999999999999999	1	360	74.30327868852459
0	99999999999999999	1	122	71.56593406593407
0	99999999999999999	0	99999999999999999	76.27388535031847
0	99999999999999999	0	99999999999999999	79.45705024311184
0	99999999999999999	1	130	78.2638888888889
0	99999999999999999	0	99999999999999999	71.97346600331676
