早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	72.55345394736842
0	99999999999999999	0	99999999999999999	74.16666666666667
0	99999999999999999	0	99999999999999999	74.3485342019544
0	99999999999999999	1	420	75.64363143631437
0	99999999999999999	0	99999999999999999	78.1874039938556
0	99999999999999999	0	99999999999999999	74.22131147540982
0	99999999999999999	1	480	77.3235294117647
0	99999999999999999	0	99999999999999999	74.95961227786754
0	99999999999999999	0	99999999999999999	73.97875816993464
0	99999999999999999	1	360	79.22131147540985
0	99999999999999999	0	99999999999999999	78.13492063492063
0	99999999999999999	0	99999999999999999	77.57048092868988
0	99999999999999999	0	99999999999999999	72.78688524590164
0	99999999999999999	0	99999999999999999	72.85478547854785
0	99999999999999999	1	540	77.5695931477516
0	99999999999999999	0	99999999999999999	77.69413629160063
0	99999999999999999	0	99999999999999999	76.19514106583073
0	99999999999999999	0	99999999999999999	71.73553719008262
0	99999999999999999	0	99999999999999999	73.5569422776911
0	99999999999999999	0	99999999999999999	78.6535303776683
0	99999999999999999	0	99999999999999999	78.03776683087027
0	99999999999999999	0	99999999999999999	73.35255354200989
0	99999999999999999	1	360	77.14521452145215
1	289	1	293	75.41782729805016
0	99999999999999999	0	99999999999999999	74.59150326797385
0	99999999999999999	0	99999999999999999	74.24
0	99999999999999999	0	99999999999999999	79.96062992125985
0	99999999999999999	0	99999999999999999	78.56270358306189
0	99999999999999999	0	99999999999999999	73.8391376451078
0	99999999999999999	0	99999999999999999	79.37396351575455
0	99999999999999999	1	238	77.23384030418251
0	99999999999999999	0	99999999999999999	70.03999999999999
0	99999999999999999	1	360	76.08490566037737
0	99999999999999999	0	99999999999999999	75.43650793650794
0	99999999999999999	0	99999999999999999	72.66849529780563
0	99999999999999999	0	99999999999999999	76.8821603927987
0	99999999999999999	1	360	77.64657980456026
0	99999999999999999	0	99999999999999999	79.04290429042904
0	99999999999999999	0	99999999999999999	74.34815950920245
0	99999999999999999	0	99999999999999999	77.31404958677686
0	99999999999999999	1	420	79.04109589041096
0	99999999999999999	0	99999999999999999	78.46311475409836
0	99999999999999999	0	99999999999999999	77.72801302931596
0	99999999999999999	0	99999999999999999	77.05930807248764
0	99999999999999999	0	99999999999999999	74.14196567862713
0	99999999999999999	0	99999999999999999	79.43615257048094
0	99999999999999999	0	99999999999999999	77.1172638436482
0	99999999999999999	0	99999999999999999	71.52448657187993
0	99999999999999999	0	99999999999999999	73.83491311216429
0	99999999999999999	0	99999999999999999	77.29508196721311
0	99999999999999999	1	480	70.0609756097561
0	99999999999999999	0	99999999999999999	79.84527687296416
0	99999999999999999	1	420	73.949864498645
1	139	1	143	72.92654028436019
0	99999999999999999	0	99999999999999999	74.46982055464926
0	99999999999999999	1	360	79.69924812030077
0	99999999999999999	1	540	78.7710970464135
0	99999999999999999	0	99999999999999999	70.703125
0	99999999999999999	0	99999999999999999	77.4876644736842
0	99999999999999999	0	99999999999999999	77.8052805280528
0	99999999999999999	0	99999999999999999	72.59535655058043
0	99999999999999999	0	99999999999999999	75.62893081761005
0	99999999999999999	0	99999999999999999	70.72968490878938
0	99999999999999999	0	99999999999999999	71.59940209267563
0	99999999999999999	1	360	76.81451612903224
0	99999999999999999	0	99999999999999999	74.3485342019544
0	99999999999999999	0	99999999999999999	75.61274509803921
0	99999999999999999	0	99999999999999999	79.84375
0	99999999999999999	0	99999999999999999	74.12140575079871
0	99999999999999999	0	99999999999999999	72.13709677419354
0	99999999999999999	0	99999999999999999	72.35537190082646
0	99999999999999999	0	99999999999999999	77.88617886178862
0	99999999999999999	1	540	75.3804347826087
0	99999999999999999	0	99999999999999999	79.59770114942529
0	99999999999999999	0	99999999999999999	79.96870109546165
0	99999999999999999	0	99999999999999999	77.29508196721312
0	99999999999999999	0	99999999999999999	73.16176470588235
0	99999999999999999	0	99999999999999999	74.96087636932707
0	99999999999999999	0	99999999999999999	76.87101910828025
0	99999999999999999	0	99999999999999999	77.8052805280528
0	99999999999999999	0	99999999999999999	76.94859038142621
1	144	1	148	70.91013824884791
0	99999999999999999	1	360	79.74837662337661
0	99999999999999999	0	99999999999999999	76.78571428571428
0	99999999999999999	0	99999999999999999	75.07656967840735
0	99999999999999999	1	600	78.65349264705883
0	99999999999999999	0	99999999999999999	73.65079365079364
0	99999999999999999	1	360	79.83870967741935
0	99999999999999999	0	99999999999999999	71.14754098360656
0	99999999999999999	1	540	78.47938144329898
0	99999999999999999	0	99999999999999999	78.25914149443561
0	99999999999999999	0	99999999999999999	73.35255354200989
0	99999999999999999	1	360	77.74163568773233
0	99999999999999999	1	540	79.83440170940172
0	99999999999999999	0	99999999999999999	70.75320512820512
0	99999999999999999	1	660	78.80710659898476
0	99999999999999999	0	99999999999999999	78.03889789303079
0	99999999999999999	0	99999999999999999	76.0483870967742
0	99999999999999999	0	99999999999999999	78.62438220757826
0	99999999999999999	0	99999999999999999	77.75974025974025
0	99999999999999999	1	360	79.95967741935485
0	99999999999999999	0	99999999999999999	75.44
0	99999999999999999	0	99999999999999999	79.82348111658456
0	99999999999999999	0	99999999999999999	76.40675241157557
0	99999999999999999	0	99999999999999999	72.23502304147465
1	262	1	360	79.27046263345196
0	99999999999999999	0	99999999999999999	70.1077943615257
0	99999999999999999	1	660	79.21099290780141
0	99999999999999999	0	99999999999999999	78.35090361445783
0	99999999999999999	0	99999999999999999	77.81746031746032
0	99999999999999999	1	600	77.42395437262357
1	144	1	148	72.97453703703704
0	99999999999999999	0	99999999999999999	77.07317073170731
0	99999999999999999	1	480	76.32063882063882
0	99999999999999999	0	99999999999999999	73.36601307189541
0	99999999999999999	0	99999999999999999	75.07716049382717
0	99999999999999999	1	314	75.82089552238806
0	99999999999999999	0	99999999999999999	78.94951140065146
0	99999999999999999	0	99999999999999999	79.62893553223387
0	99999999999999999	0	99999999999999999	75.45454545454544
0	99999999999999999	0	99999999999999999	75.44354838709677
