早期検知したか	早期検知時刻	デッドラインミスが発生したか	デッドラインミス時刻	平均CPU利用率
0	99999999999999999	0	99999999999999999	84.43609022556392
0	99999999999999999	0	99999999999999999	89.55342902711322
0	99999999999999999	0	99999999999999999	89.9238782051282
0	99999999999999999	1	259	89.4434628975265
0	99999999999999999	0	99999999999999999	86.50159744408947
0	99999999999999999	1	428	82.42099322799096
0	99999999999999999	1	242	83.40747330960853
1	240	1	360	85.64189189189189
0	99999999999999999	1	174	89.3041237113402
0	99999999999999999	1	360	82.08333333333334
0	99999999999999999	1	492	81.96078431372548
0	99999999999999999	0	99999999999999999	85.31300160513644
0	99999999999999999	0	99999999999999999	84.61221122112212
0	99999999999999999	1	627	86.47919876733437
0	99999999999999999	1	360	84.57903780068727
0	99999999999999999	1	256	89.25276752767529
0	99999999999999999	0	99999999999999999	80.0580431177446
0	99999999999999999	0	99999999999999999	82.73628048780486
1	570	1	660	87.91597337770384
1	419	1	429	83.54591836734694
1	235	1	239	85.59160305343514
0	99999999999999999	0	99999999999999999	89.43861066235864
0	99999999999999999	0	99999999999999999	88.21656050955414
0	99999999999999999	1	360	82.54237288135593
0	99999999999999999	1	360	88.33056478405317
0	99999999999999999	1	266	86.88461538461539
1	424	1	460	81.04914933837429
0	99999999999999999	0	99999999999999999	85.1199690402477
0	99999999999999999	1	540	87.21881390593046
1	187	1	191	81.06995884773661
1	142	1	174	87.14788732394365
0	99999999999999999	0	99999999999999999	87.80864197530865
0	99999999999999999	1	143	89.5331325301205
0	99999999999999999	1	660	84.006734006734
0	99999999999999999	1	420	89.25501432664757
1	171	1	207	86.48504273504274
0	99999999999999999	1	360	85.56105610561055
0	99999999999999999	1	369	80.83333333333333
0	99999999999999999	1	360	87.22924187725631
1	208	1	212	89.33823529411764
1	305	1	309	89.6577380952381
0	99999999999999999	1	252	87.73320895522387
0	99999999999999999	1	322	82.94817927170868
0	99999999999999999	1	214	87.18354430379746
0	99999999999999999	1	432	81.79235537190083
0	99999999999999999	0	99999999999999999	86.59565916398715
1	205	1	209	80.22727272727272
0	99999999999999999	0	99999999999999999	83.30645161290322
1	662	1	675	89.04929577464789
0	99999999999999999	1	186	89.22619047619048
0	99999999999999999	0	99999999999999999	84.45736434108527
0	99999999999999999	1	360	87.99242424242424
0	99999999999999999	1	384	89.16256157635468
0	99999999999999999	1	132	82.7205882352941
0	99999999999999999	1	394	83.0952380952381
0	99999999999999999	1	360	88.49009900990099
0	99999999999999999	1	368	81.86708860759494
0	99999999999999999	1	303	87.3502994011976
0	99999999999999999	0	99999999999999999	85.9303215926493
0	99999999999999999	1	253	82.56472491909386
0	99999999999999999	0	99999999999999999	83.359375
0	99999999999999999	0	99999999999999999	84.06676783004553
0	99999999999999999	1	428	86.35881104033969
0	99999999999999999	0	99999999999999999	82.001647446458
0	99999999999999999	0	99999999999999999	82.96622613803231
1	341	1	345	85.595567867036
0	99999999999999999	0	99999999999999999	81.25
1	491	1	495	89.84526112185686
0	99999999999999999	1	360	89.140625
0	99999999999999999	1	187	88.37209302325583
0	99999999999999999	0	99999999999999999	87.70645645645645
0	99999999999999999	1	523	83.72943327239487
1	259	1	360	89.75265017667843
0	99999999999999999	0	99999999999999999	82.89902280130292
0	99999999999999999	0	99999999999999999	81.25990491283677
0	99999999999999999	0	99999999999999999	87.98652694610777
1	328	1	420	87.53156565656565
0	99999999999999999	1	480	88.50950118764845
0	99999999999999999	1	129	89.36688311688312
1	149	1	153	80.78358208955223
0	99999999999999999	0	99999999999999999	81.03305785123968
0	99999999999999999	1	548	87.64534883720933
0	99999999999999999	1	124	83.52649006622516
0	99999999999999999	0	99999999999999999	86.697965571205
0	99999999999999999	1	462	88.70389344262297
0	99999999999999999	1	124	87.00980392156862
0	99999999999999999	1	173	89.92537313432835
0	99999999999999999	1	243	86.40684410646386
0	99999999999999999	0	99999999999999999	85.75310559006212
0	99999999999999999	0	99999999999999999	86.03999999999999
1	205	1	209	83.5813492063492
0	99999999999999999	0	99999999999999999	84.90415335463258
1	433	1	457	86.54942965779468
0	99999999999999999	0	99999999999999999	82.22940226171245
0	99999999999999999	1	424	84.77777777777777
0	99999999999999999	0	99999999999999999	87.86704730831974
1	179	1	184	80.1
0	99999999999999999	1	608	89.86486486486486
0	99999999999999999	1	360	86.20370370370371
0	99999999999999999	1	382	82.3170731707317
0	99999999999999999	1	205	84.228515625
0	99999999999999999	0	99999999999999999	84.47281713344317
0	99999999999999999	1	484	86.9
0	99999999999999999	1	122	80.35714285714286
0	99999999999999999	0	99999999999999999	82.11206896551724
